user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
BPGOR251403__BPGOR251403.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	98.9	0.915	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900103255.1, s__Gilliamella bombi, 95.0, 86.27, 0.333; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 93.81, 0.641; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 92.93, 0.655; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 84.75, 0.199; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 90.21, 0.542; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 85.89, 0.372; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 84.82, 0.24; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.91, 0.569; GCF_900094935.1, s__Gilliamella intestini, 95.23, 85.27, 0.279; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 85.56, 0.254; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 84.68, 0.238	N/A	N/A	N/A	N/A
BPGOR251404__BPGOR251404.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	GCF_900094945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	99.0	0.9	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900103255.1, s__Gilliamella bombi, 95.0, 85.63, 0.293; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 85.05, 0.29; GCF_900094935.1, s__Gilliamella intestini, 95.23, 85.66, 0.284; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 91.02, 0.521; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 83.9, 0.213; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 88.33, 0.411; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 89.18, 0.415; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 85.39, 0.318; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 91.51, 0.528; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 85.45, 0.316; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 85.43, 0.297	N/A	N/A	N/A	N/A
BPGOR251405__BPGOR251405.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	GCF_900094945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	98.78	0.848	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 87.24, 0.226; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 92.41, 0.523; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 87.1, 0.235; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 89.47, 0.345; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 87.25, 0.255; GCF_900103255.1, s__Gilliamella bombi, 95.0, 87.0, 0.229; GCF_900094935.1, s__Gilliamella intestini, 95.23, 87.29, 0.231; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.48, 0.36; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 92.28, 0.453; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 87.06, 0.255	N/A	N/A	N/A	N/A
BPKAR240401__BPKAR240401.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.81	0.899	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 91.84, 0.714; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.4, 0.581; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.13, 0.772; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.56, 0.602	N/A	N/A	N/A	N/A
BPKAR240401__BPKAR240401.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	99.09	0.923	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900094945.1, s__Gilliamella bombicola, 95.0, 90.09, 0.497; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 84.72, 0.2; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 93.6, 0.644; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 84.98, 0.215; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 85.02, 0.193; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 85.75, 0.318; GCF_900103255.1, s__Gilliamella bombi, 95.0, 85.91, 0.296; GCF_900094935.1, s__Gilliamella intestini, 95.23, 85.24, 0.248; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 84.34, 0.174; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 89.74, 0.506; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.54, 0.531	N/A	N/A	N/A	N/A
BPKAR240401__BPKAR240401.MAGScoT_cleanbin_000003	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	GCF_900094945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	99.03	0.744	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 86.79, 0.242; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 86.13, 0.229; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 85.54, 0.175; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 88.09, 0.25; GCF_900094935.1, s__Gilliamella intestini, 95.23, 85.56, 0.194; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 89.37, 0.348; GCF_900103255.1, s__Gilliamella bombi, 95.0, 84.8, 0.176; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 88.57, 0.329; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 85.97, 0.192; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 84.9, 0.181	N/A	N/A	N/A	N/A
BPKAR240404__BPKAR240404.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.77	0.91	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 91.91, 0.724; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.2, 0.588; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.12, 0.777; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.5, 0.603	N/A	N/A	N/A	N/A
BPKAR240404__BPKAR240404.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	98.98	0.904	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 84.75, 0.221; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 85.9, 0.319; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 90.23, 0.517; GCF_900094935.1, s__Gilliamella intestini, 95.23, 85.39, 0.27; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 85.08, 0.209; GCF_900103255.1, s__Gilliamella bombi, 95.0, 86.05, 0.322; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 84.24, 0.194; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.96, 0.561; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 93.64, 0.694; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 85.23, 0.237; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 89.63, 0.546	N/A	N/A	N/A	N/A
BPKAR240404__BPKAR240404.MAGScoT_cleanbin_000003	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	72.93	11	0.98417	Genome has more than 16.7% of markers with multiple hits
BPKAR240404__BPKAR240404.MAGScoT_cleanbin_000004	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	GCF_900094945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	99.1	0.823	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 86.06, 0.272; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 89.86, 0.42; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 84.64, 0.196; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 88.06, 0.314; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 85.43, 0.204; GCF_900094935.1, s__Gilliamella intestini, 95.23, 85.73, 0.23; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 89.85, 0.403; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 86.05, 0.229; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 86.99, 0.309; GCF_900103255.1, s__Gilliamella bombi, 95.0, 84.9, 0.212	N/A	N/A	N/A	N/A
BPKAR240405__BPKAR240405.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.75	0.888	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.34, 0.571; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.13, 0.767; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.43, 0.59; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 91.84, 0.705	N/A	N/A	N/A	N/A
BPKAR240405__BPKAR240405.MAGScoT_cleanbin_000002	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	88.72	11	0.99049	N/A
BPKAR240405__BPKAR240405.MAGScoT_cleanbin_000003	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	98.94	0.902	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 86.84, 0.223; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 85.96, 0.186; GCF_900094935.1, s__Gilliamella intestini, 95.23, 86.39, 0.227; GCF_900103255.1, s__Gilliamella bombi, 95.0, 87.86, 0.288; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 86.87, 0.292; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.59, 0.491; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 93.59, 0.643; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 91.67, 0.473; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 85.75, 0.181; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 85.84, 0.188; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 90.56, 0.486	N/A	N/A	N/A	N/A
BPKAR240405__BPKAR240405.MAGScoT_cleanbin_000004	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	GCF_002259585.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	98.85	0.796	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPKAR240406__BPKAR240406.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.81	0.939	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.08, 0.582; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 93.95, 0.778; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.62, 0.582; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 91.71, 0.732	N/A	N/A	N/A	N/A
BPKAR240406__BPKAR240406.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	GCF_900094945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella bombicola	98.85	0.633	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 86.16, 0.177; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 88.44, 0.267; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 87.81, 0.181; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 86.83, 0.186; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 89.42, 0.231	N/A	N/A	N/A	N/A
BPKAR240406__BPKAR240406.MAGScoT_cleanbin_000003	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	GCF_002259585.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	98.85	0.778	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPKAR240406__BPKAR240406.MAGScoT_cleanbin_000004	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	98.9	0.821	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900094935.1, s__Gilliamella intestini, 95.23, 86.72, 0.19; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 86.59, 0.164; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 92.88, 0.592; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.47, 0.441; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 91.26, 0.407; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 90.31, 0.431; GCF_900103255.1, s__Gilliamella bombi, 95.0, 87.81, 0.247; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 87.41, 0.2; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 87.01, 0.17	N/A	N/A	N/A	N/A
BPKAR240406__BPKAR240406.MAGScoT_cleanbin_000005	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella sp009795885	GCF_009795885.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella sp009795885	97.88	0.74	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900094945.1, s__Gilliamella bombicola, 95.0, 91.14, 0.389; GCF_900103255.1, s__Gilliamella bombi, 95.0, 87.78, 0.245; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 92.61, 0.504; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 86.89, 0.189; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 87.05, 0.184; GCF_900094935.1, s__Gilliamella intestini, 95.23, 87.16, 0.17; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 85.99, 0.164; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.67, 0.36; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 93.68, 0.563	N/A	N/A	N/A	N/A
BPKAR240407__BPKAR240407.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.76	0.879	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.52, 0.589; GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.13, 0.746; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.28, 0.687; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.38, 0.548	N/A	N/A	N/A	N/A
BPKAR240407__BPKAR240407.MAGScoT_cleanbin_000002	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	GCF_900103085.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella mensalis	99.16	0.901	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_900094935.1, s__Gilliamella intestini, 95.23, 86.66, 0.236; GCF_009795885.1, s__Gilliamella sp009795885, 95.0, 93.56, 0.665; GCF_001690275.1, s__Gilliamella apicola_C, 95.0, 85.79, 0.191; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.6, 0.507; GCF_009795845.1, s__Gilliamella sp009795845, 95.0, 85.76, 0.187; GCF_900103255.1, s__Gilliamella bombi, 95.0, 87.67, 0.3; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 90.37, 0.5; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 91.67, 0.464; GCF_009795805.1, s__Gilliamella sp009795805, 95.0, 85.73, 0.186; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 86.6, 0.233; GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 86.96, 0.287	N/A	N/A	N/A	N/A
BPKAR240407__BPKAR240407.MAGScoT_cleanbin_000003	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella sp009795885	GCF_009795885.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Orbaceae;g__Gilliamella;s__Gilliamella sp009795885	98.35	0.558	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_001690655.1, s__Gilliamella apicola_P, 95.0, 86.32, 0.163; GCF_001690525.1, s__Gilliamella apicola_H, 95.0, 93.81, 0.44; GCF_900103085.1, s__Gilliamella mensalis, 95.0, 90.28, 0.381; GCF_900094945.1, s__Gilliamella bombicola, 95.0, 90.54, 0.314; GCF_001690495.1, s__Gilliamella apicola_G, 95.0, 89.88, 0.292; GCF_900103255.1, s__Gilliamella bombi, 95.0, 87.46, 0.191; GCF_001690595.1, s__Gilliamella apicola_M, 95.0, 86.72, 0.152	N/A	N/A	N/A	N/A
BPKAR250401__BPKAR250401.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.75	0.908	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.11, 0.797; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.18, 0.729; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.31, 0.588; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.77, 0.605	N/A	N/A	N/A	N/A
BPKAR250401__BPKAR250401.MAGScoT_cleanbin_000002	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	GCF_002259585.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bombiscardovia;s__Bombiscardovia coagulans	98.94	0.966	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	N/A	N/A	N/A	N/A
BPKAR250401__BPKAR250401.MAGScoT_cleanbin_000003	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	88.28	11	0.99042	N/A
BPKAR250401__BPKAR250401.MAGScoT_cleanbin_000004	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp001619615	GCF_001619615.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp001619615	98.48	0.82	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_005774735.1, s__Microbacterium sp005774735, 95.0, 91.05, 0.162; GCF_020781835.1, s__Microbacterium testaceum_H, 95.0, 91.14, 0.174; GCF_000333395.1, s__Microbacterium sp000333395, 95.0, 94.79, 0.507; GCF_049739645.1, s__Microbacterium sp049739645, 95.0, 95.08, 0.605; GCF_029639405.1, s__Microbacterium sp001984105, 95.0, 91.32, 0.234; GCF_004022425.1, s__Microbacterium enclense_A, 95.0, 90.51, 0.191; GCF_047238045.1, s__Microbacterium sp047238045, 95.0, 91.11, 0.213; GCF_900156455.1, s__Microbacterium sp900156455, 95.0, 91.11, 0.216	N/A	N/A	N/A	N/A
BPKAR250402__BPKAR250402.MAGScoT_cleanbin_000001	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	GCF_914768025.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Snodgrassella;s__Snodgrassella gandavensis	98.71	0.906	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_002777425.1, s__Snodgrassella alvi_B, 95.0, 94.12, 0.762; GCF_914768045.1, s__Snodgrassella communis, 95.0, 88.32, 0.599; GCA_002777825.1, s__Snodgrassella alvi_C, 95.0, 92.07, 0.708; GCF_002777745.1, s__Snodgrassella alvi_D, 95.0, 88.34, 0.569	N/A	N/A	N/A	N/A
BPKAR250402__BPKAR250402.MAGScoT_cleanbin_000002	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Xylocopilactobacillus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	95.49	11	0.99047	N/A
